m4_keV,Ue4sq_95CL
5.664327638190954985e+02,1.645918407471537752e-03
5.693925125628140904e+02,1.718154185816993685e-03
5.723522613065326823e+02,1.799498476927242560e-03
5.753120100502512742e+02,1.893731723302164533e-03
5.782717587939698660e+02,2.006563414301183474e-03
5.812315075376884579e+02,2.138585105411964019e-03
5.841912562814070498e+02,2.310190621467907678e-03
5.871510050251256416e+02,2.526829541793099501e-03
5.901107537688442335e+02,2.820982978969386115e-03
5.930705025125628254e+02,3.248362027156873402e-03
5.960302512562814172e+02,3.969829143099269653e-03
5.989900000000000091e+02,5.587069728523207969e-03
